LSOA,Unemployed,Full-time student,Unemployment Rate,Eastings,Northings
E01004236,111,97,16.3,537802,182637
E01004237,68,48,11.3,537432,182767
E01004238,161,151,11.6,538046,182891
E01004239,109,74,14.9,537518,182187
E01004312,98,76,12.3,533883,182766
E01004313,89,77,8.5,534279,182831
E01004316,73,52,11.1,533732,182608
E01004317,143,85,7.7,533792,182388
E01004261,70,403,8.6,535993,182092
E01004262,75,227,10.2,535766,182134
E01004264,100,111,15.9,536122,182078
E01032785,65,30,7,535979,182810
E01032786,82,37,10.3,535741,183165
E01004207,62,103,9.2,535454,182426
E01004209,88,52,15,535110,182631
E01004212,70,103,8.4,534871,182561
E01032787,145,112,12.7,535357,182531
E01004240,97,77,12.8,537403,182401
E01004241,116,75,17.2,537191,181933
E01004242,146,95,13,537365,181700
E01004267,101,87,9.8,537121,182494
E01004268,135,68,16.7,536940,182648
E01004205,149,129,16,534758,182291
E01004206,83,91,12.9,534777,182391
E01004208,94,121,7.7,534827,181992
E01004211,82,62,8.2,534647,182363
E01004269,118,110,12.5,536473,182421
E01004270,111,163,8.6,536590,182248
E01004271,109,55,16.3,537054,181943
E01004272,148,104,17.6,536996,181720
E01004273,128,95,16.6,536954,181695
E01004306,84,58,7.8,533893,182074
E01004307,82,102,5.6,533420,181856
E01004308,65,89,8.4,534351,181831
E01004309,251,205,17.1,533947,181422
E01004310,158,88,14.1,533729,181458
E01004283,119,142,11.6,535316,181865
E01004287,97,93,10.2,535327,181467
E01004289,89,110,10.5,535486,181513
E01004290,49,79,6.8,535295,181952
E01004322,58,56,10.1,534829,181798
E01004323,66,86,8.6,535125,181579
E01004324,95,85,13.2,535323,181717
E01004326,59,88,7.7,535099,181377
E01004245,100,59,18.2,538963,181489
E01004246,111,75,10.5,538013,181731
E01004248,92,53,18.6,538256,182244
E01004249,148,65,16.4,538197,181874
E01004284,130,76,11,535983,181828
E01004285,149,110,16.9,536500,181600
E01004286,161,79,15.3,536356,181387
E01004288,106,52,16.1,536113,181321
E01004243,101,90,13.7,538250,181229
E01004244,137,49,18.3,537518,181211
E01004247,142,93,16.3,538157,181267
E01004250,155,83,15.5,537493,181596
E01004319,116,119,13.3,534595,181157
E01004321,99,108,10.9,534723,181461
E01004325,101,107,6,534008,181303
E01032766,57,81,6.5,534084,181201
E01032767,47,46,3.7,534197,180960
E01004298,108,65,13.8,534955,181200
E01004300,70,43,12,535621,180819
E01004304,117,74,14.4,534854,181217
E01004305,106,73,12.6,535428,180903
E01004251,123,85,12.9,536490,181347
E01004254,80,42,4.9,536366,180810
E01004255,103,53,12.7,537010,180834
E01004258,50,34,5.3,536745,180935
E01004252,166,79,11.5,536915,181202
E01004253,136,84,13.3,537125,180996
E01004256,88,82,11.5,537301,180919
E01004257,138,83,16.8,537611,180931
E01004301,67,58,11.5,534852,180783
E01004302,108,99,12.5,535081,180967
E01004303,122,113,9.9,535412,180625
E01032768,36,24,3.6,536244,180946
E01032769,58,24,6.8,535935,180857
E01004292,32,45,2.4,534608,180286
E01004294,84,53,7.1,533925,180632
E01004295,86,65,13.7,534604,180741
E01004296,77,63,8.6,534920,180366
E01004291,55,22,4.1,535082,180227
E01004293,66,34,4.3,533588,180818
E01004297,41,43,3.1,535035,180248
E01004215,137,78,8.9,537846,179509
E01004219,149,69,12.6,538453,180984
E01004221,90,51,7.5,538216,179788
E01032776,43,35,5.3,538495,180493
E01032777,49,40,6.5,538437,180824
E01032778,47,26,6,538902,180918
E01032779,39,21,5.3,538438,180381
E01032780,37,29,3.6,538009,179763
E01004214,105,71,14.6,538412,179268
E01004216,58,53,5.7,538547,179161
E01004217,75,48,7.7,538290,179006
E01004218,71,52,6.6,538564,178970
E01004274,123,82,12.3,537420,178720
E01004275,74,58,6.5,537914,178638
E01004276,52,62,3.2,537749,178314
E01004281,88,60,6.9,537856,178776
E01032775,44,33,5.3,537174,178789
E01032783,75,45,7.9,537404,178967
E01004280,99,41,9.4,537183,179510
E01032770,72,27,9,537410,179602
E01032772,56,60,8.5,537562,179703
E01032773,72,31,7.1,537666,179564
E01032774,89,29,11.9,537627,179414
E01004277,29,27,2.4,537115,180730
E01032771,45,28,6.6,537454,179895
E01032781,41,37,3.5,537219,179606
E01032782,89,54,9.6,537253,180020
E01004560,63,27,4.6,528245,176581
E01004566,45,18,4.2,528653,177008
E01004582,53,61,4,527314,177240
E01004583,29,43,2.8,527314,177014
E01004562,84,66,8.3,529497,177387
E01004563,112,63,9.7,528530,176418
E01004564,53,44,4.2,529177,176704
E01004567,131,74,10.3,529477,176815
E01033098,35,44,5,528714,177088
E01033100,49,38,5.9,528701,176977
E01033132,46,39,6.5,529156,177203
E01004539,119,69,11.6,528223,176540
E01004540,73,42,5.8,527616,176351
E01004577,40,39,3.3,527557,176648
E01004584,116,64,14.2,527135,176810
E01004579,66,17,6.5,527028,176645
E01004580,74,64,5.3,526991,176152
E01004581,53,53,4.4,526721,176663
E01033099,47,28,6.9,526876,176257
E01033101,35,12,3.7,526195,175508
E01033133,32,14,3.6,526544,175880
E01004565,46,38,3.8,528838,176142
E01004590,67,30,6.7,528539,175917
E01004591,68,36,5.5,528540,175729
E01004592,66,32,6.6,528297,175935
E01004604,32,14,3.5,523277,175405
E01004605,30,18,3,523255,175831
E01004606,25,13,2.1,523521,175664
E01004607,41,19,3.9,523513,175267
E01004608,54,11,4.8,524032,175522
E01004535,116,66,13.9,526837,175856
E01004537,89,54,8.9,526593,175698
E01004538,105,55,8.8,526262,175327
E01004541,80,42,9.7,526878,176107
E01004534,41,12,3,527712,176129
E01004536,93,51,7,527332,175846
E01004552,44,25,2.7,527504,174797
E01004585,48,34,3.5,527916,175993
E01004588,40,29,2.8,527794,175193
E01004554,19,13,1.8,527902,175004
E01004556,18,10,1.9,527773,174744
E01004586,39,28,2.8,527875,175212
E01004587,42,10,3.4,528350,175233
E01004589,30,25,2.5,528145,175231
E01004509,55,65,3.2,525732,174687
E01004511,23,21,1.8,525222,175001
E01004602,31,8,2.6,524432,175056
E01004609,41,22,2.6,523757,175129
E01033093,31,15,2.8,525399,175240
E01033135,16,16,2.1,525028,175060
E01004506,33,19,2.5,523857,175007
E01004638,27,6,3.7,523188,174550
E01004639,31,33,2.9,522672,175335
E01004640,35,34,3.1,522974,175129
E01004641,48,46,4.5,522413,175390
E01004508,55,24,3.7,526838,174954
E01004510,51,20,3.4,526730,174859
E01004514,30,28,2.5,525781,174706
E01004515,66,37,5.5,526416,175019
E01004551,55,28,4.2,526905,175357
E01004568,70,309,9.2,522032,174614
E01004574,119,130,14.6,521596,174284
E01004575,63,175,7,522099,174858
E01004576,59,94,7.6,521323,174768
E01004500,50,19,4.5,523805,174318
E01004501,38,26,3.9,523649,174570
E01004503,56,25,5.3,524480,174229
E01004505,30,20,2.8,523783,174225
E01004507,44,20,3.3,524624,174826
E01004553,44,14,3.7,527390,174795
E01004557,33,11,3.4,527469,174454
E01004558,27,15,2.6,527572,174397
E01004559,22,17,2.9,527729,174027
E01004619,34,19,4.3,527238,173676
E01004572,67,84,7.1,522615,173250
E01004642,50,129,5.2,522211,174894
E01004643,58,62,5.4,523211,174400
E01004644,47,58,4.7,522261,174418
E01004645,87,69,8.7,523125,174524
E01004477,17,22,1.8,528386,174456
E01004478,16,20,1.9,528290,174625
E01004479,35,20,3.9,527749,173961
E01004550,35,27,4.4,527897,173693
E01004555,27,10,3,528180,174841
E01004494,44,36,4,525954,173706
E01004513,62,47,5.3,525791,174188
E01004600,85,68,7.3,525227,174493
E01004601,57,45,4.1,525033,173887
E01004493,51,28,4.1,525768,173688
E01004512,26,26,2.9,526014,174330
E01004620,55,22,5.4,526119,173921
E01004621,31,24,3,526562,173729
E01004623,41,26,3.8,526161,173448
E01004627,38,27,4,526319,174651
E01004499,51,31,4.6,524952,174559
E01004502,26,33,2.5,525220,174402
E01004504,29,34,3.3,524925,173891
E01004594,26,37,2.7,524786,173616
E01004596,15,27,1.5,524780,173331
E01004629,28,33,3.2,524706,173209
E01004472,47,19,4,528739,173804
E01004474,71,39,4.8,528551,173553
E01004476,58,27,4.8,528610,174234
E01004542,37,15,3.6,527932,173599
E01004544,34,22,3.6,528210,173396
E01004628,63,42,4.7,523988,173781
E01004630,55,60,6.5,524068,173550
E01004631,48,43,5.5,524007,173434
E01004633,62,50,7.1,524094,173420
E01004569,53,353,4.5,522411,174005
E01004570,87,234,9.3,522118,173418
E01004571,78,143,8.8,522380,173278
E01004573,60,71,6.7,522318,173094
E01004495,66,52,7.6,525708,173305
E01004496,58,27,3.8,526015,173061
E01004497,37,19,4.5,526478,172651
E01004622,93,43,10.3,526934,174282
E01004624,47,40,4.7,526643,173448
E01004593,39,28,3.1,525150,173562
E01004595,42,26,3.5,524926,173561
E01004597,43,20,3.8,525309,172790
E01004598,35,24,2.6,525440,172841
E01004599,24,17,2.7,525203,172754
E01004473,36,22,3.1,528803,173778
E01004475,51,20,5.1,528942,173225
E01004480,25,22,2,528897,173896
E01004483,56,29,3.7,528311,171810
E01004484,56,25,5.2,528942,172684
E01004486,34,22,3.3,528897,172497
E01004543,29,30,2.6,527640,173170
E01004545,33,23,2.6,528239,172982
E01004546,33,17,3.1,527933,172828
E01004549,33,31,3.4,527791,172606
E01004625,23,13,3.4,526835,173230
E01004626,28,29,2.6,527104,173030
E01004632,37,27,4.1,524485,172981
E01004634,48,31,5,523756,172811
E01004635,57,40,5.7,524190,173309
E01004636,53,31,6.1,523929,172803
E01004637,62,43,7.3,524236,172658
E01004481,47,38,3.9,528046,172163
E01004488,58,24,6.5,528286,172428
E01004547,49,22,6.2,527777,172796
E01004548,69,46,4.8,528147,172767
E01004482,42,41,4.3,528222,172089
E01004485,49,29,4.5,528306,172638
E01004487,84,25,8.2,528734,172624
E01004489,33,19,3.8,528451,172272
E01004490,29,29,2.9,526292,172455
E01004491,46,79,3.8,526643,172394
E01004492,55,49,4.8,526483,171971
E01004498,31,40,2.5,526141,172560
E01004532,54,20,6,528439,171434
E01004611,56,43,6.1,528042,172041
E01004612,73,67,7.6,527732,171853
E01004618,34,45,3.7,527771,172311
E01004531,66,59,7.2,527787,171537
E01004533,55,36,7.3,528274,171341
E01004610,48,86,4.7,527451,172068
E01004613,89,74,11,527654,171670
E01004614,73,185,5.8,526676,171647
E01004615,84,68,10,526713,171827
E01004616,98,113,7.6,527254,171285
E01004617,70,115,7.3,527409,171468
E01004525,70,81,6.3,527625,171547
E01004526,56,44,5.6,527773,170997
E01004527,49,64,5.3,528034,171182
E01004528,59,40,7.3,528127,171096
E01004529,54,51,4,527790,170691
E01004530,73,51,6.4,527465,170720
E01004516,34,133,3.7,528623,171292
E01004518,76,34,7.7,528914,171075
E01004519,62,50,6.7,528455,170734
E01004520,49,43,7.2,528457,170824
E01004523,43,41,5,529044,171453
E01004517,92,46,7.9,529045,171211
E01004521,85,60,7.8,529233,170499
E01004522,60,54,6.6,529181,170466
E01004524,117,52,14.2,529372,171355
E01004647,35,17,5,526812,183256
E01004649,30,14,3.6,526613,183401
E01004724,59,28,6.2,527010,183191
E01004730,45,22,5.5,527315,183244
E01004646,31,18,4.4,526036,183666
E01004648,68,21,5.2,526093,182870
E01004650,49,24,4.4,526158,182796
E01004710,73,32,11.2,525642,183309
E01004711,76,36,8.9,525783,183111
E01004651,47,29,4.2,526705,183079
E01004725,37,41,6.3,527160,182619
E01004726,49,21,5.3,526359,182561
E01004728,51,28,6.7,526765,182588
E01004729,50,27,7.4,526423,182465
E01004718,108,60,10.4,524664,182304
E01004719,78,42,8.4,524228,182652
E01004720,83,43,9.3,523877,182443
E01004721,124,45,13.3,524612,182339
E01004722,164,93,16.3,524673,182798
E01004674,126,45,13.5,524896,182209
E01004675,125,61,10.8,524922,182112
E01004677,92,46,8.3,524852,182935
E01004678,112,53,10.3,525098,182443
E01004679,126,52,11.5,524642,182277
E01004723,129,56,10.7,524829,182681
E01004676,82,23,8.2,525226,182045
E01004706,42,24,3.7,525598,182479
E01004707,38,38,3.1,525629,182378
E01004708,66,37,6.5,525486,182412
E01004756,87,44,8,525484,182149
E01004701,32,17,3.3,526251,182581
E01004703,56,24,4.5,526105,181917
E01004705,34,16,3.7,526466,182293
E01004709,42,25,4.6,526130,182712
E01033600,35,11,4.4,525988,182150
E01033608,51,16,5.4,525693,182242
E01004659,50,47,4.5,527262,182151
E01004660,45,28,4.6,527927,181862
E01004712,46,69,4.5,527898,181593
E01004727,35,47,3.3,527420,182606
E01004670,152,73,18.6,527309,182295
E01004702,127,77,12.4,526729,182008
E01033598,64,46,14.3,526631,182185
E01033601,71,38,11,527247,182290
E01033602,85,49,14.5,527046,182257
E01033603,112,44,15.6,527255,182027
E01033604,75,46,11.8,526777,182050
E01033605,110,44,14.2,526922,182143
E01004754,60,35,10.2,525784,181998
E01004755,102,60,8.7,525144,181962
E01004757,72,60,11.1,525803,181830
E01032512,149,79,14.5,525232,181858
E01032513,76,29,13.5,525077,181634
E01004713,42,20,3.4,528911,181852
E01004714,31,33,2.2,527945,181448
E01004716,23,34,2.8,528777,182010
E01004717,39,28,3.8,528112,181678
E01004762,48,30,4.2,528215,180453
E01004657,28,19,3,527859,181591
E01004658,44,82,5.7,527411,181366
E01004661,82,49,7.8,527191,181599
E01004662,54,43,4.6,527855,181608
E01004663,33,30,3.7,527279,181498
E01004715,51,150,5.4,529070,181823
E01004763,85,96,5.4,529835,181233
E01004765,86,60,6.7,529125,181379
E01033595,50,29,6.2,529088,181286
E01033596,37,28,5,529477,180809
E01004653,41,22,3.7,525375,181138
E01004654,58,49,3.8,525564,181174
E01004656,88,32,6.9,526168,181449
E01004760,72,28,7.9,525006,181326
E01033606,48,24,6.3,525343,181481
E01033607,32,9,4.3,525291,181525
E01004680,39,9,4.9,527392,180978
E01004683,34,24,3.5,526808,180857
E01004684,74,37,11.8,527345,181365
E01004686,61,23,8.5,527345,181276
E01033593,57,23,10.2,526631,181594
E01033594,70,37,9.1,527018,181193
E01004681,58,35,4.1,526328,181570
E01004682,59,72,6.2,526589,180985
E01004694,61,51,5.1,526435,180851
E01004697,53,34,5.4,525939,181116
E01004700,47,66,4,526127,181070
E01004652,81,44,7.1,525843,181359
E01004693,49,17,5.8,525576,180787
E01004695,31,46,3.8,525695,180618
E01004696,69,33,9.9,526226,181370
E01004698,58,68,5.5,525976,181036
E01004699,107,39,7.2,525833,181144
E01004734,100,50,8.2,530547,180652
E01004735,56,72,5.3,531002,181005
E01004736,28,43,2.3,530194,180549
E01004761,40,32,3.2,529109,180511
E01004687,20,37,2.2,528161,178925
E01004688,21,98,3.5,526504,179257
E01004689,21,10,3.3,526760,180007
E01004690,20,25,2.7,528318,179289
E01004691,25,13,3.1,527942,179617
E01004692,10,48,1.5,526827,179577
E01004731,34,32,2.8,528865,179192
E01004732,112,34,16.1,529980,179265
E01004733,67,33,5.6,530427,180389
E01004744,49,21,6.5,529285,178850
E01004748,40,42,5,529119,178993
E01004740,67,31,8.9,529525,178576
E01004743,65,32,8.2,530002,178931
E01004745,72,38,5.6,529919,178355
E01004746,71,25,9.6,529737,178832
E01004747,73,47,5.5,529799,178459
E01004742,41,20,4.1,529304,178285
E01004749,79,54,5.2,529159,178399
E01004751,42,26,3.5,529003,178361
E01004752,86,39,8.3,529261,178241
E01004753,62,28,5,529001,178311
E01004666,40,25,6.7,528599,178606
E01004667,56,27,7.1,528590,178391
E01004668,50,21,6.9,528901,178138
E01004750,54,42,5.5,528677,178733
E01033597,44,20,7.4,528461,178098
E01033599,70,45,10.4,528589,178262
E01004665,58,40,10.4,529185,177909
E01004669,73,47,9.5,529232,177934
E01004737,51,16,7.4,529863,178123
E01004738,39,30,4.4,529683,178083
E01004739,24,20,2.6,529442,178071
E01004741,38,30,5,529714,178306
E01000027,82,29,11.3,548002,189719
E01000028,90,46,14.2,547581,189218
E01000029,52,27,7.4,548081,189010
E01000030,111,31,14.1,548405,189022
E01000031,65,33,8.1,548246,188387
E01000032,81,36,10,548069,188891
E01000110,54,38,7.3,548737,188126
E01000111,88,48,10.3,548471,187636
E01000112,88,41,9,548354,187664
E01000113,83,39,9.6,547908,187948
E01000034,54,27,8.7,550982,186708
E01000037,133,56,12.8,550932,186892
E01000038,49,38,6.9,550574,187198
E01000039,60,19,7.3,551184,186762
E01000063,88,21,11.6,548844,186105
E01000100,96,43,12.7,548387,186740
E01000101,62,32,8.7,548736,186748
E01000109,83,40,10,548271,187514
E01000114,65,64,6.5,548715,186903
E01000033,80,32,13.2,549862,186394
E01000060,95,39,12,549022,186448
E01000061,139,56,18.6,549519,186868
E01000062,112,63,12.3,549583,186070
E01000064,85,50,9.9,549775,185830
E01000065,86,38,11.4,548598,186019
E01000078,87,48,12,547761,185663
E01000080,96,40,13.3,547514,185272
E01000081,69,48,8.8,548131,185704
E01000082,80,35,10.5,548124,185873
E01000083,81,34,10.6,547415,185849
E01000102,80,28,11.3,547604,186288
E01000021,98,77,13.2,547012,186286
E01000022,62,36,10.2,547145,185930
E01000023,67,32,11.1,546635,185712
E01000024,55,38,9.2,547214,185878
E01000025,83,38,10.7,546768,185552
E01000077,84,43,11.8,547353,185408
E01000015,120,69,11.7,549562,185445
E01000016,69,43,9.1,548987,185510
E01000017,63,42,8.8,548768,185735
E01000018,77,40,10.4,549246,185087
E01000079,69,29,10.6,548325,185274
E01000035,71,54,9.2,550021,185500
E01000036,44,37,6.3,550131,185065
E01000107,72,45,9.3,550507,184493
E01000108,78,44,9.4,550190,184651
E01000066,65,46,7.4,546122,185063
E01000067,80,65,8.7,545729,185168
E01000069,37,69,4.3,545779,184429
E01000070,76,60,8,545197,184827
E01000071,86,68,8,545480,184535
E01000057,63,46,9.4,547800,184346
E01000073,75,35,10.2,546902,185316
E01000074,68,50,9.4,547137,184925
E01000075,70,33,9.2,547719,184600
E01000076,94,53,11,547358,184337
E01000013,77,42,10.1,548640,184710
E01000014,91,35,11.4,548191,184706
E01000059,71,33,10,548869,183778
E01000084,63,43,9.8,548998,184309
E01000085,104,37,14,549054,184480
E01000086,72,44,10.4,548892,184084
E01000103,103,67,12.8,550418,184012
E01000104,131,57,15.7,550153,184574
E01000105,145,44,15.3,549604,184498
E01000106,102,50,11.7,549762,184537
E01000007,87,96,11.9,544421,184331
E01000008,125,91,18,543799,184543
E01000010,145,146,9.7,544336,184271
E01000012,95,82,10.7,544011,184687
E01000006,83,58,9.5,544809,184215
E01000009,91,114,10,544609,184269
E01000011,84,127,10.2,544325,184728
E01000044,80,63,9.2,545064,183867
E01000068,48,71,6,545238,184367
E01000041,86,26,11.1,546802,184292
E01000042,109,45,14.9,545950,184088
E01000045,78,30,10.3,546592,183711
E01000046,90,37,10.7,547057,183901
E01000072,101,69,11.9,546707,184446
E01000054,81,38,10.3,547974,183869
E01000055,85,42,11,547716,183877
E01000056,82,47,11.7,548449,183593
E01000058,79,47,8.9,548456,184549
E01000095,77,39,10.1,548086,183830
E01000040,78,53,10.7,545396,183813
E01000043,66,37,11.1,545693,183708
E01000050,81,70,11.8,544619,183929
E01000052,84,94,8.7,544932,183802
E01000092,170,85,13.5,547105,182103
E01000053,81,34,11.4,548683,183732
E01000087,63,32,9.9,549224,183513
E01000088,75,67,8.9,549368,183998
E01000089,73,51,9,549954,183677
E01000090,67,53,9,549579,183296
E01000048,126,64,18.7,544645,183584
E01000049,125,84,17.1,544955,183563
E01000051,132,79,17.9,544644,183708
E01033587,102,38,12.4,544174,183332
E01033588,90,43,12.2,544320,183231
E01000091,93,57,13.3,546395,183303
E01000093,95,58,13.8,545972,183054
E01000094,70,51,9.9,547003,183194
E01000096,118,77,15.4,546764,183826
E01000019,88,41,13.4,547123,186402
E01000020,95,65,11.4,547421,186651
E01000097,66,24,9.2,547596,186863
E01000098,109,52,13.6,547634,186405
E01000099,91,33,11,547773,186762
E01032580,64,45,10.6,547363,186819
E01000248,50,29,5.6,524395,196701
E01000249,32,38,3.8,524005,196761
E01000250,48,59,3.9,524681,196660
E01000254,38,22,4.7,525199,197226
E01000292,42,23,5.7,524283,196382
E01000293,37,60,3.8,524641,196423
E01000167,54,37,7.8,526862,196436
E01000246,31,25,4,525206,195988
E01000247,60,35,6,525795,196884
E01000251,54,30,5.4,526094,196123
E01000252,54,38,6.2,525710,196491
E01000166,49,25,6.2,527545,196458
E01000168,36,25,4.7,527667,195811
E01000169,40,19,4.7,527113,196414
E01000172,41,27,5.2,528534,195194
E01000285,47,44,6.2,523753,195896
E01000287,62,32,8.3,523498,195738
E01000288,37,35,4.5,524912,195700
E01000289,100,64,12.4,524615,195339
E01000291,83,38,11.8,524521,195527
E01000294,63,39,7.9,523908,196389
E01000267,44,47,5.1,526823,194882
E01000268,65,35,6.8,526002,195890
E01000269,37,37,4.8,525926,195781
E01000270,24,24,3,526144,195582
E01000170,55,36,6.5,526978,195926
E01000171,81,30,7.7,526483,196231
E01000173,42,30,4.7,527464,195233
E01000174,84,34,9.1,527098,195148
E01000175,57,33,6.7,527520,194774
E01000228,26,36,3.5,521086,193144
E01000253,33,13,4.4,523297,196479
E01000279,22,17,3.2,522139,194458
E01000280,26,21,3.6,525478,194047
E01000286,70,26,9.1,523497,195882
E01000290,48,23,6.5,520731,195162
E01000271,36,26,4.8,526154,194823
E01000272,19,30,2.8,526980,194692
E01000273,30,23,4,526360,194350
E01000281,37,34,5.9,526506,193909
E01000282,39,26,4.5,526202,194615
E01000115,32,34,4.3,529062,194433
E01000116,37,36,4.1,528492,194564
E01000119,49,22,5.8,529321,193674
E01000120,32,36,4.3,528878,194363
E01000122,37,21,4.7,529284,193585
E01000117,68,26,7.1,527594,193932
E01000118,79,40,7.5,527999,194115
E01000121,74,26,11.8,527706,193790
E01000123,73,36,7.5,527983,193518
E01000124,73,40,8.4,528722,192518
E01000265,74,33,7.4,527383,193319
E01000266,34,39,4.2,527354,192893
E01000274,58,34,6.1,527115,193705
E01000320,45,26,6,526357,193039
E01000322,53,46,5.5,526833,192328
E01000275,37,29,4.3,526081,193271
E01000277,70,41,9,526053,192459
E01000283,31,23,4.3,525549,193241
E01000284,48,30,5.2,526296,193223
E01000321,49,41,4.9,526413,193142
E01000195,88,50,10.5,520032,194115
E01000229,82,39,9.6,520190,192798
E01000230,32,21,3.8,520113,192584
E01000231,60,43,6.2,521016,193032
E01000232,49,25,5.5,520663,192573
E01000233,37,41,3.9,520610,192285
E01000186,31,29,3.9,519826,192679
E01000187,49,29,6.4,519752,193261
E01000188,25,26,3,519439,193524
E01000189,120,82,14.5,518588,192990
E01000190,35,30,4.6,518888,192780
E01000191,33,15,4.4,519648,192591
E01000158,57,44,7.1,527889,192666
E01000159,69,49,7.9,527488,192793
E01000160,56,42,4.4,528854,191822
E01000161,52,53,4.9,527977,191930
E01000162,63,32,7.8,527451,192182
E01000324,49,35,5.4,527130,192271
E01000256,43,25,4.5,522041,191221
E01000258,35,28,3.9,521876,192199
E01000263,13,35,1.6,521359,192479
E01000264,50,53,5.7,521576,192319
E01000255,51,32,7,522889,192325
E01000257,97,47,11.3,523938,191867
E01000261,33,17,4.4,521661,193267
E01000262,70,48,6.5,523271,192016
E01000192,49,41,5.3,519884,192109
E01000193,43,43,5,519340,191895
E01000194,59,49,6.6,519705,192011
E01000226,72,61,8.7,520416,191718
E01000227,49,38,5.2,520251,192465
E01000299,59,49,5.8,526275,192118
E01000300,34,37,3.6,526139,192017
E01000302,76,34,7.6,525870,191364
E01000317,55,33,6.3,525953,191430
E01000318,60,51,6.2,526730,192063
E01000323,72,71,6.3,526542,192333
E01000276,21,22,2.9,525070,193309
E01000278,23,16,3.2,525178,191898
E01000301,33,27,4.3,525640,191448
E01000303,36,31,4.6,525268,191551
E01000304,74,32,7.7,524707,191096
E01000130,81,42,9.9,521236,190897
E01000132,64,48,8.9,520604,191532
E01000133,74,43,10,521196,191468
E01000234,49,33,5.4,520873,192577
E01000235,67,58,8,521335,191828
E01000156,53,56,5,528456,190712
E01000157,64,22,7.1,528673,191172
E01000163,99,27,11.5,528367,191713
E01000164,74,46,8.5,527746,191351
E01000165,66,28,6.1,528041,191869
E01000315,71,48,8.9,527426,191782
E01000197,70,66,6.3,525371,190138
E01000295,55,29,5.7,525569,190988
E01000296,56,38,5.4,525306,190808
E01000298,51,61,4.7,525665,190927
E01000125,121,85,9.2,520104,191021
E01000127,73,46,9.8,520346,191041
E01000128,70,60,7.8,520887,190634
E01000129,73,71,9,520395,190150
E01000131,53,59,5.9,520612,189893
E01000134,92,41,10.9,520018,191391
E01000198,30,26,3.2,523078,190401
E01000199,25,24,3.2,524139,190650
E01000204,58,30,6,524189,191003
E01000259,81,62,6,523409,191693
E01000260,65,58,6.1,522073,191176
E01000126,118,94,11.6,521401,190437
E01000151,97,50,13.8,521752,190543
E01000152,87,58,12.2,521632,190988
E01000153,70,53,10.5,521365,190792
E01000154,58,41,9.3,521703,190135
E01000176,61,34,7.8,526398,190303
E01000178,33,37,3.5,527630,189728
E01000184,64,41,9.4,526757,190804
E01000297,53,35,6.1,526241,190449
E01000316,105,77,8.1,526453,190777
E01000319,36,36,4.3,526105,190912
E01000196,65,45,5.9,525036,190312
E01000200,47,31,5.2,524436,189967
E01000201,32,38,4.2,524220,189835
E01000202,36,32,3.9,525228,189830
E01000203,61,66,7.4,525366,189984
E01000177,36,28,3.5,526606,189944
E01000179,43,28,4,526546,190204
E01000180,36,32,4.2,527033,189573
E01000181,53,39,5,527293,189551
E01000182,41,29,4,527755,189104
E01000185,90,58,12.2,526880,190097
E01000147,54,39,5.9,521205,189180
E01000148,82,76,9,521121,189265
E01000155,74,81,6.6,521118,190111
E01033572,47,46,5.5,521443,189715
E01033573,46,240,5.2,521847,190003
E01000239,75,67,6.7,522384,189342
E01000240,53,56,6.3,522492,190547
E01000241,43,59,4.4,522988,189846
E01000309,48,72,5,522211,189109
E01000237,45,106,3.9,522636,189000
E01000242,41,35,5.7,523530,189625
E01000243,54,107,5.3,523126,189467
E01000244,33,108,4,523066,189470
E01000245,71,88,7.3,523290,189183
E01000314,57,78,5.6,522857,188598
E01000183,22,21,2.9,526396,189656
E01000206,33,21,4.6,526741,187511
E01000207,30,19,3.9,525807,188256
E01000208,31,25,3.7,526992,189381
E01000210,26,20,3.2,526007,189142
E01000213,21,15,3.3,526086,188029
E01000236,52,60,6,523839,188614
E01000238,74,65,7.8,523591,189118
E01000310,73,90,6.3,522880,188552
E01000311,34,25,5,523417,188700
E01000205,29,17,3.7,525739,188871
E01000209,23,17,3.1,525121,188522
E01000211,76,54,6.4,524878,188370
E01000212,17,26,2.3,525109,188465
E01000216,57,35,5.8,524647,187939
E01000217,37,28,4.6,524777,188697
E01000150,79,74,7.1,521724,188969
E01000305,78,78,8.9,521963,187907
E01000306,38,65,4.1,522176,188011
E01000308,103,58,14.7,521585,188556
E01000312,72,56,8,521311,188311
E01000313,69,92,6.9,521693,188331
E01000145,47,33,6.9,524404,187543
E01000215,38,41,4.4,524114,188443
E01000218,42,41,5,524184,188204
E01000219,74,39,8.1,523736,187959
E01000220,44,49,5,524164,187987
E01000225,28,30,4.3,524209,188697
E01000135,47,39,6.1,524758,186788
E01000136,20,20,2.7,525537,186606
E01000144,49,50,5.5,524819,187546
E01000146,78,59,7.5,524894,187341
E01000214,40,45,4,525680,187290
E01000141,104,91,8.1,523587,186033
E01000221,66,40,11.8,523764,187627
E01000223,55,39,8.6,522803,187185
E01000307,69,53,8.1,522728,187743
E01000138,48,42,6.6,524647,186297
E01000142,96,53,7.3,523933,186320
E01000222,72,50,9.6,524246,187117
E01000224,66,38,8.7,524246,186929
E01000137,64,37,8.5,524800,186423
E01000139,61,34,7.5,524860,186352
E01000140,70,58,7.6,525108,186487
E01000143,64,87,9,524050,185749
E01000466,109,65,14.2,547676,179915
E01000467,100,56,11.9,547310,181301
E01000468,113,116,8.4,547590,181340
