LSOA,Unemployed,Full-time student,Unemployment Rate,Eastings,Northings
E01002246,49,41,5.7,549716,188309
E01002247,84,44,8.3,550903,188583
E01002248,59,27,8.5,550791,187533
E01002249,66,53,6,550531,187941
E01002250,62,24,6.9,549525,188238
E01002251,70,41,9.9,550378,187385
E01002252,29,30,3.9,557760,187932
E01002256,28,33,3.8,557266,187587
E01002258,53,21,6.8,557146,187845
E01002259,36,31,4.8,556534,188797
E01002391,33,30,4.4,557283,187015
E01002253,19,28,2.6,556569,188524
E01002254,16,42,2.1,557282,187328
E01002257,22,30,2.9,556141,186854
E01002384,25,21,3.2,557093,186832
E01002359,21,32,3,554143,187168
E01002360,30,23,4.6,554625,186569
E01002361,70,34,7.4,553728,187106
E01002363,59,23,7.4,553064,186608
E01002367,47,20,5.4,553685,187340
E01002320,33,38,3.8,552328,187357
E01002321,45,28,5.1,552673,187259
E01002322,59,33,5.1,551850,186733
E01002323,49,41,5.4,552136,187311
E01002324,47,23,6.5,552394,186803
E01002255,35,25,4.5,555585,187052
E01002289,35,30,4.2,555084,186463
E01002292,57,22,7.6,555069,186408
E01002362,40,25,4.9,554943,186755
E01002386,37,29,3.6,556084,186574
E01002287,43,30,5.1,553006,185762
E01002291,36,24,4.1,553757,186090
E01002364,37,25,5.2,554007,186791
E01002365,30,27,4.3,552645,185819
E01002366,37,33,4.6,553308,186296
E01002385,30,24,3.7,556463,182491
E01002387,25,33,3.1,557186,186296
E01002388,32,32,3.8,556118,185724
E01002389,28,29,3.9,555948,184877
E01002390,20,32,2.8,555852,186106
E01002265,37,26,4.4,553557,184988
E01002285,33,22,5.1,553821,186059
E01002286,35,36,4.1,553412,185740
E01002288,23,43,2.5,553681,185470
E01002290,43,24,5.8,554020,185969
E01002260,53,29,6.6,551695,184860
E01002261,59,31,6.7,552439,185529
E01002262,62,35,7.5,552482,185396
E01002263,35,31,3.9,553080,184606
E01002264,73,25,11,552370,185021
E01002266,38,26,5.4,552308,184997
E01002267,55,42,7.3,552239,184820
E01002372,46,39,5.5,552604,184274
E01002373,47,26,5.9,551636,183641
E01002374,50,37,6.2,552915,183940
E01002368,118,32,15,550251,183001
E01002369,67,45,7.2,551479,182833
E01002370,104,44,10.1,551013,181593
E01002371,36,45,4.6,551888,183261
E01002375,74,29,9.6,551475,183687
E01002343,43,30,5,553618,182578
E01002344,34,32,4.5,555606,181432
E01002348,26,28,3.4,553900,182588
E01002349,45,34,5.5,553825,183137
E01002342,79,42,9.7,552998,182265
E01002345,92,31,10.6,552007,182452
E01002346,73,29,8.8,552548,181874
E01002347,46,34,6.3,552936,181878
E01002473,24,24,3,507836,190964
E01002475,35,11,4.7,507392,191779
E01002476,32,28,4,509460,191872
E01002477,22,15,3.5,509723,191941
E01002482,35,20,4.4,510443,191417
E01002472,32,39,4,509173,191512
E01002474,27,11,3.4,509135,190849
E01002478,50,21,6,509680,191602
E01002483,64,34,7,510581,190352
E01002484,29,28,3.8,510103,190709
E01002485,69,41,7.3,509820,190613
E01002438,27,16,3.9,503978,193262
E01002439,35,22,4.1,505285,190543
E01002440,43,19,5.9,505703,190579
E01002441,48,31,5.8,505245,190233
E01002442,50,25,6,505272,188865
E01002433,47,26,4.9,510948,188754
E01002436,29,25,3.4,510441,188871
E01002479,52,38,6,510187,189903
E01002480,36,26,3.9,511073,189787
E01002481,48,36,5.8,510331,189365
E01002533,38,25,4.9,507580,188425
E01002534,32,23,4.4,508368,187547
E01002538,31,11,3.6,508575,189002
E01002539,32,28,4.1,508302,188198
E01002418,39,27,4.3,511633,187427
E01002419,37,18,4.4,511278,187616
E01002431,31,40,4.3,511365,188062
E01002432,36,33,4.1,511014,188211
E01002437,20,20,2.9,511148,188967
E01002430,32,32,4.1,510113,188144
E01002434,18,31,2.6,509469,187580
E01002435,17,28,2.3,509704,187462
E01002470,46,38,5,510138,187372
E01002535,36,27,3.5,509555,187089
E01002416,44,31,4.6,511508,186203
E01002417,37,26,4.5,511004,187799
E01002420,48,29,5.5,510759,186790
E01002421,41,22,4.7,511830,186562
E01002471,30,32,3.2,510536,186986
E01002465,43,22,4.9,510039,186052
E01002467,15,20,2.1,509856,186680
E01002494,43,33,4.4,509649,185817
E01002536,25,24,3,508633,186602
E01002537,40,23,4.8,508490,186404
E01002415,29,40,3,510970,186541
E01002466,38,29,4.1,510822,186367
E01002468,39,37,3.9,510526,186469
E01002469,25,27,2.6,510009,187059
E01002495,46,34,3.2,510863,185001
E01002458,23,36,3.3,507155,186155
E01002459,24,30,3.1,507394,186611
E01002460,27,28,4,508082,186205
E01002462,26,36,3.5,507021,185887
E01002464,37,21,4.4,508308,185938
E01002461,26,59,3.4,505972,187394
E01002463,26,30,3.2,507610,185485
E01002512,27,31,2.9,505668,184638
E01002513,24,28,3.3,507391,184716
E01002516,31,38,4,506736,184170
E01002450,37,35,4.7,508413,184289
E01002451,37,56,4.5,507648,184278
E01002452,38,46,4.3,507700,184778
E01002453,36,51,3.9,507900,183600
E01002454,65,39,7.6,508261,183645
E01002414,33,796,2.3,506735,182400
E01002514,35,55,3.2,505401,184684
E01002515,50,52,5.6,505913,184001
E01033725,94,143,7.5,505722,183830
E01002520,76,70,8.9,505008,183131
E01002521,70,47,7.8,505322,183751
E01002523,40,143,4.8,505058,183479
E01033724,79,970,3.7,505548,182663
E01002410,61,74,6.5,507243,182672
E01002412,50,137,4,506973,182134
E01002456,55,33,6.9,507635,183607
E01002509,34,50,4.5,506994,183156
E01002511,50,48,6.6,507083,183015
E01002422,42,28,5.8,509683,182716
E01002423,44,46,5,508761,181919
E01002424,37,47,4.6,509923,182269
E01002425,89,84,10.3,508847,183187
E01002427,42,54,5.1,508885,181851
E01002428,29,38,3.7,509324,183269
E01002408,48,97,6,507741,181847
E01002409,71,57,8.5,507744,181759
E01002429,60,59,8.6,508882,183241
E01002455,72,64,8.3,508212,182360
E01002457,59,94,7.5,507963,182756
E01002392,85,46,11.6,510753,182742
E01002393,92,71,9.4,511011,182015
E01002540,81,48,9.2,511428,182408
E01002542,86,67,9.6,511387,182394
E01002543,79,52,9.6,511618,181961
E01002394,56,40,7.7,510233,181840
E01002395,60,52,8.2,511108,181976
E01002397,94,101,10.9,509728,181917
E01002398,75,83,8,509977,181531
E01002399,44,67,5.4,510480,181315
E01002426,60,32,7,509856,182130
E01002411,62,119,7.7,505570,181711
E01002413,75,82,9.6,505660,181554
E01002518,29,88,4.2,505811,182239
E01002519,56,63,6.9,505425,181885
E01002550,72,76,7,506419,181521
E01002554,106,86,7.3,505345,181207
E01002541,72,45,6.3,512497,182368
E01002544,57,47,6.5,511919,181509
E01002545,78,66,12.1,511825,181586
E01002546,47,66,5.7,511276,181218
E01002547,74,69,9.7,511635,180869
E01002400,60,86,7,507928,181564
E01002401,71,60,8.4,509063,181650
E01002402,70,64,9.6,508342,180982
E01002403,56,76,7,508603,181409
E01002404,84,33,9.7,509117,181156
E01002548,71,38,9.4,506930,180948
E01002549,53,76,5.5,507265,181084
E01002551,62,80,6.5,506650,181650
E01002552,64,71,7.9,506338,180997
E01002553,65,80,7.8,506461,181065
E01002396,68,66,8.2,511069,181717
E01002501,76,81,9,510429,180313
E01002502,72,66,8.8,509834,180988
E01002505,81,60,9.6,511322,180700
E01002508,99,97,11.4,509613,181552
E01002405,101,76,10.2,509515,180501
E01002406,115,75,11.1,507648,179899
E01002503,68,94,8.2,510327,180359
E01002504,84,54,8.2,509490,181620
E01002506,98,72,11.6,510152,179500
E01002507,63,57,7.7,511270,180087
E01002486,73,62,7.1,507961,179452
E01002487,77,54,8.3,508692,179204
E01002526,81,59,8.6,506490,179566
E01002528,65,46,8.1,507392,178972
E01002532,107,59,9.1,507530,179811
E01002445,63,40,8.7,506445,178862
E01002525,46,46,5.1,506243,179106
E01002529,82,76,7,506538,179982
E01002530,65,35,9.5,506358,178734
E01002531,38,53,4.3,505703,180043
E01002407,122,89,10.3,509671,179317
E01002488,58,59,6.7,508722,179017
E01002489,76,94,8,509105,179391
E01002490,77,76,7.1,509121,178741
E01002492,58,49,7.2,510128,178485
E01002444,74,58,7.1,505037,177550
E01002446,53,32,5.9,506815,178713
E01002447,69,45,6.5,507372,177549
E01002527,51,29,6.9,505772,178640
E01002443,62,61,6.7,509771,177342
E01002448,78,51,7.3,508720,177339
E01002449,60,60,5.6,508520,177110
E01002491,68,66,9.2,510114,178720
E01002493,67,59,8.3,509640,178592
E01002496,69,39,6.7,512256,185041
E01002497,67,41,6.8,511051,184973
E01002498,30,30,4,511620,186133
E01002499,66,35,7,511046,184229
E01032577,44,34,4.9,511855,186298
E01002569,45,20,4.1,521358,177838
E01002570,59,35,5.4,521508,178517
E01002573,40,19,4.3,521308,179137
E01002574,25,40,2.7,521862,179028
E01002575,35,34,3.6,521612,177977
E01002562,57,25,7.9,518977,179361
E01002564,74,35,7.6,517836,178736
E01002566,88,60,8,519263,178375
E01002568,147,51,10.3,517907,178267
E01033081,50,18,6.2,518054,177288
E01033082,40,14,5.8,517722,177163
E01002620,82,40,9.8,512875,177113
E01002625,61,60,6.9,512693,178649
E01002626,70,60,8,512936,178284
E01002627,91,51,11.3,513427,177781
E01002631,52,63,6.3,512531,178228
E01002633,72,59,10,510898,177825
E01002634,91,58,13.1,511314,177693
E01002637,85,64,11.1,510812,178786
E01002638,79,45,9.9,511879,178471
E01002563,50,44,5.2,516815,178625
E01002565,56,341,3.5,517184,178103
E01002567,56,29,4.9,517661,177599
E01002684,85,33,6,517158,177749
E01002686,80,48,9.1,517054,177215
E01002571,30,25,3.7,521523,177395
E01002572,79,40,9.5,520486,176497
E01002577,28,23,2.9,520061,177785
E01002578,36,25,4.4,520934,177319
E01002689,53,18,6.1,521259,178182
E01002690,34,14,4.2,520527,178030
E01002576,53,40,5.8,520016,177984
E01002579,33,23,3.4,520154,176674
E01002580,39,19,4.8,519246,177891
E01002581,40,49,3.3,519508,178207
E01002582,31,29,3.2,519598,177708
E01002675,70,64,5,515512,176919
E01002678,49,47,4.4,516556,178024
E01002679,42,37,4.1,516514,177692
E01002680,89,33,7.9,515217,177413
E01002619,82,75,8.2,512333,177281
E01002622,65,80,6.7,511850,176622
E01002632,53,59,5.5,512086,177838
E01002635,74,55,8,511148,176561
E01002636,91,57,8.7,511836,177289
E01002618,43,66,4.8,513067,176887
E01002621,75,58,7.9,512733,176849
E01002623,64,74,7.8,512260,176530
E01002628,59,84,5.6,513131,177411
E01002629,71,60,6.8,513812,177009
E01002630,56,81,6,513777,176885
E01002639,57,107,5.7,514605,176474
E01002640,60,159,5.6,514112,176188
E01002674,34,46,3.5,514985,177084
E01002676,53,66,5.7,514322,177380
E01002583,60,54,6.8,510549,176635
E01002584,67,91,7.4,510234,177006
E01002585,52,97,6.2,510999,176554
E01002586,66,78,7.1,510521,176554
E01002589,80,77,8.3,511462,175717
E01002668,65,33,5.4,516065,175508
E01002669,77,46,8.2,515589,175519
E01002681,70,85,6.2,516343,176077
E01002682,65,63,4.9,516707,177230
E01002683,63,59,4.2,515739,176137
E01002642,72,137,6.4,514154,176315
E01002643,73,92,6.2,514898,176363
E01002645,95,135,8.2,514039,175174
E01002658,31,31,4.1,515448,176111
E01002677,63,53,6.7,515428,176344
E01002587,69,100,7.1,511414,176377
E01002588,95,64,12.6,511400,176038
E01002660,63,97,6.3,512071,175986
E01002661,63,98,6.1,511784,176262
E01002665,48,73,5.9,512275,175261
E01002624,61,69,7.5,512290,176306
E01002646,91,78,9.8,513000,175019
E01002662,66,117,5.4,513563,175611
E01002663,73,89,6.9,512574,175763
E01002664,68,107,6.9,512725,175408
E01002641,77,100,7.1,513542,176148
E01002648,105,156,7,513621,175323
E01002649,53,120,4.9,513559,175058
E01002657,48,67,4.7,513792,174479
E01033083,52,81,4.9,513939,175863
E01033084,89,127,8.7,513802,175387
E01002653,53,60,5.5,514915,175211
E01002654,62,63,6,514859,174939
E01002655,62,53,5.9,514436,174633
E01002656,40,32,5.6,514866,174727
E01002659,41,31,5.6,514933,175686
E01002667,52,28,6,516544,175397
E01002670,64,50,6.4,515438,174715
E01002671,45,34,5,516254,174854
E01002672,70,69,7.9,515856,174706
E01002673,64,58,9.6,515918,174609
E01002647,111,68,10.2,512859,174980
E01002650,78,80,6.6,512190,173676
E01002651,52,129,5.3,513018,174913
E01002652,75,74,7.8,513234,174524
E01002666,76,61,8.4,511959,175490
E01002555,54,58,5,508982,174242
E01002556,48,32,5.5,509635,174114
E01002590,51,57,5.2,509506,173854
E01002592,59,64,5.8,510684,174618
E01002595,66,58,6.5,510454,174231
E01002557,57,39,5.9,508339,173561
E01002558,93,44,9.2,508727,173907
E01002559,70,56,5.6,507398,173962
E01002560,67,49,7.7,509402,173889
E01002561,59,30,8.3,508977,173380
E01002591,49,46,5.4,511317,173945
E01002593,57,68,5.1,510484,173893
E01002594,75,48,7.4,510870,173949
E01002611,59,48,6.1,511203,172754
E01002612,58,38,6.7,510827,173012
E01002613,63,64,6.5,512212,172855
E01002598,79,62,8.2,509770,172378
E01002599,60,45,7.3,510042,173151
E01002600,47,32,5.9,509813,172441
E01002603,73,45,7,509793,173210
E01033000,77,48,9.2,510254,173268
E01033030,63,27,6,510386,173283
E01002604,95,63,12.7,513148,172534
E01002605,73,42,7.8,512494,171893
E01002606,93,28,12,512093,171927
E01002607,56,55,5.6,512310,172223
E01002615,50,42,7.1,510716,172375
E01002596,60,60,5.5,509758,173065
E01002601,44,36,4.5,508479,172112
E01002602,38,39,4.4,509741,171803
E01002614,58,53,5.7,510777,172738
E01002616,42,19,5.9,510093,171656
E01002608,70,37,8.3,511977,171909
E01002609,59,48,6.1,512132,171358
E01002610,58,44,7.9,510412,171527
E01002617,35,42,3.9,511285,171774
E01002687,50,19,4.4,520334,178020
E01002691,39,32,4.2,519922,178625
E01002692,62,21,5.4,519528,178469
E01002693,32,30,3.4,520717,178385
E01032573,39,19,3.6,520502,178538
E01003006,30,21,3.9,517459,171571
E01003007,27,24,3.5,518398,171324
E01003008,18,17,2.5,518593,170904
E01003009,40,39,4,518762,170804
E01003010,32,24,3.9,518338,170483
E01002952,18,31,2.7,520636,170033
E01002953,19,55,2.9,521775,169676
E01002955,33,72,4.6,520800,171886
E01002956,14,172,2.1,520636,171718
E01002959,25,23,3.9,520874,169653
E01002935,38,116,3.4,519258,169639
E01002938,35,34,3.4,519280,170270
E01002951,46,55,5.5,519350,170201
E01002954,32,45,4.6,519390,170086
E01002957,56,185,7,519719,170617
E01002933,60,59,6,518984,170067
E01002934,33,49,3.2,518620,170150
E01002937,30,45,3.1,518950,170055
E01003011,44,62,4.5,518058,170622
E01033568,39,46,4.5,517846,169918
E01033569,34,106,3.4,518357,169629
E01002964,51,234,4.3,518495,169366
E01002969,98,83,12.1,519125,169209
E01002971,39,96,3.8,518842,168682
E01002972,63,143,5.7,519045,169486
E01002974,50,107,4.8,519135,169510
E01002932,86,68,9.8,520353,168210
E01002960,24,52,3,520134,169039
E01002962,55,52,6.9,520415,169310
E01002970,67,95,7.7,519528,169210
E01002973,64,79,8.7,520138,168621
E01002929,34,34,3.9,521286,169223
E01002930,45,55,4.7,521485,168139
E01002931,37,42,3.8,521662,168247
E01002963,45,53,4.8,521271,168878
E01002985,44,48,5.2,521762,167726
E01002927,41,49,5.1,520587,168151
E01002928,30,57,3.7,520701,168241
E01002958,41,41,4.2,520854,168830
E01002961,26,49,2.9,521094,169581
E01002986,37,29,5.8,520643,167805
E01002965,53,249,3.9,517578,167980
E01002967,39,65,3.2,517956,167821
E01002968,60,255,4.2,518518,169530
E01002990,50,49,4.2,518249,168029
E01002991,31,104,3.1,518448,167882
E01002922,28,52,3.1,518727,167331
E01002926,31,54,3.8,519811,167759
E01002966,50,103,4.5,518907,168528
E01002992,24,328,2.7,518946,168048
E01002921,56,70,5.5,518461,167288
E01002987,82,85,7.6,517730,167184
E01002988,34,283,3.2,517405,167064
E01002989,31,31,2.4,517987,167398
E01002975,30,37,4.4,520891,167182
E01002977,56,40,7.1,521005,166380
E01002980,31,36,4.2,521590,166827
E01002981,27,40,3.6,520979,167189
E01002984,28,29,4.3,521670,167848
E01002923,53,115,7.5,518558,167210
E01002925,38,50,3.6,518838,166488
E01002993,25,38,2.5,517773,166986
E01002995,16,33,2,518387,166505
E01002999,61,62,6.6,518495,166886
E01002915,33,30,4.4,520248,166172
E01002916,35,45,4.6,519539,166229
E01002917,28,23,3.9,519981,166643
E01002920,25,26,3.1,519930,167434
E01002924,30,44,3.9,519616,167317
E01002976,29,18,3.3,522434,166531
E01002978,46,41,4.7,521931,166549
E01002979,29,25,3.4,520954,166371
E01002982,21,38,3.1,521812,167063
E01002983,32,38,3.7,522076,167078
E01002994,34,38,4.1,518402,166027
E01002996,23,60,2.6,518958,166317
E01002997,30,47,3.5,518531,166203
E01002998,37,53,4.5,518605,165876
E01003002,58,52,5.8,518386,165763
E01002918,45,44,4.9,520112,166023
E01002919,56,67,6.1,519721,165993
E01003000,43,54,5.2,519334,164811
E01003001,38,67,3.8,519624,165920
E01003003,43,65,4.8,519175,165876
E01002939,42,43,4.8,518518,164128
E01002941,32,38,4.1,518044,164519
E01002942,23,41,3.1,518017,164568
E01003004,41,46,4.7,518643,165177
E01003005,25,23,3,518678,164747
E01002944,30,27,4,519379,164278
E01002945,30,26,3.2,518737,163733
E01002946,41,37,4.7,518570,163454
E01002947,30,43,3.2,518032,163851
E01002940,44,46,5.3,518124,164074
E01002943,39,39,5.3,517494,164438
E01002948,50,47,4.5,517419,163322
E01002949,44,54,4.4,517468,164040
E01002950,50,33,5.8,517720,162959
E01003472,21,13,2.8,525254,172468
E01003473,23,18,2.8,525445,172201
E01003474,20,19,2.9,525226,171823
E01003475,74,47,4.5,525844,171736
E01003478,17,29,1.8,525836,172274
E01003460,26,13,3.5,523881,171213
E01003462,22,14,3.3,522802,170108
E01003464,19,14,3.3,523960,172525
E01003465,11,12,1.9,524851,171602
E01003400,29,15,2.8,524892,171015
E01003454,22,20,2.6,525456,170883
E01003456,50,32,4.9,524969,170718
E01003476,27,39,3.4,525473,171444
E01003477,25,25,2.8,525497,171155
E01003401,23,10,3,524818,171269
E01003402,25,10,2.9,524404,170983
E01003403,34,12,3.8,524321,170180
E01003404,42,13,3.9,523689,170200
E01003461,23,25,2.4,524215,171105
E01003367,59,59,3.8,526865,169856
E01003369,56,30,4.8,526789,170672
E01003370,57,85,4.1,526895,170525
E01003371,42,55,4.2,527171,170671
E01003455,46,28,4.1,526108,170821
E01003359,39,45,3.7,526303,170081
E01003360,32,35,2.7,525824,170023
E01003457,29,19,3,525629,170657
E01003458,24,15,2.3,525963,170778
E01003459,70,41,5.3,526117,170759
E01003394,71,81,6.4,528458,170254
E01003395,52,57,6.5,528695,169816
E01003396,50,79,5.5,528260,170725
E01003397,53,79,6.2,528533,170547
E01003398,64,42,6.9,528681,170496
E01003368,58,63,6.3,527309,170249
E01003372,63,61,7.4,527453,170355
E01003393,75,50,7.8,527923,170435
E01003406,81,61,9.2,527442,169796
E01003407,70,66,5.9,526865,169562
E01003355,44,24,3.9,525745,169969
E01003356,24,42,2.2,526233,169263
E01003358,51,26,4,525497,170434
E01003383,38,29,3.5,524787,170608
E01003384,28,21,2.9,525113,170042
E01003442,18,18,2.1,523684,169998
E01003443,29,14,3.5,523460,169730
E01003444,28,14,3.3,522980,169552
E01003445,35,26,3.8,521935,169672
E01003463,20,16,3.3,522609,169989
E01003380,39,26,3.7,524078,169674
E01003382,30,15,3.1,523831,169553
E01003385,26,19,2.8,524349,169843
E01003399,37,19,4,523746,169604
E01003423,39,23,4.3,524549,169339
E01003357,75,62,7.6,525949,169724
E01003376,69,70,8.3,526409,168864
E01003377,91,70,12.3,526496,168875
E01003408,83,35,6.7,526593,169525
E01003410,60,53,6.3,527046,169458
E01003386,74,102,6.6,528224,169196
E01003388,49,50,7,527869,169413
E01003389,64,68,6.8,527975,168713
E01003392,50,59,6.6,528303,169740
E01003409,71,58,8.4,527883,169520
E01003387,87,53,10.5,528386,169190
E01003391,79,30,12.6,528820,169227
E01003411,73,71,7.6,529128,169721
E01003412,86,53,9.8,528693,169509
E01003435,47,38,6.7,529284,168412
E01003361,51,37,5.5,524415,168787
E01003424,13,21,1.7,525109,169599
E01003425,22,29,2.9,524506,169181
E01003426,49,32,5.5,525689,168862
E01003428,32,16,3.9,524581,169566
E01003366,40,32,4.5,524342,169168
E01003381,22,16,2.2,523581,169394
E01003446,49,23,4.4,523313,169383
E01003447,41,22,4.8,522652,169050
E01003471,43,38,5.1,522866,168539
E01003413,86,63,8.2,529930,169799
E01003414,54,65,6.6,530061,169471
E01003415,62,65,7.4,529502,169211
E01003416,55,53,6.9,529490,168725
E01003434,42,63,5.1,529664,168517
E01003373,61,46,9.4,526977,168953
E01003378,99,67,9,527046,168927
E01003379,76,50,9.2,527561,169046
E01003390,100,58,12.3,527839,169196
E01003405,67,47,7.7,527193,169082
E01003429,42,47,5.5,529918,168252
E01003430,75,48,10.5,530415,168223
E01003431,84,52,11.4,530333,167883
E01003432,84,56,11.7,530235,167777
E01003433,75,48,9.6,530113,168541
E01003466,34,27,4,523194,168069
E01003467,29,23,3.3,523168,168004
E01003468,43,34,4.4,522639,167541
E01003469,61,53,6.6,522514,167596
E01003470,39,60,4.1,522591,167912
E01003362,34,39,4.8,524095,168310
E01003363,32,43,3.6,524191,168115
E01003364,36,32,3.9,523923,167968
E01003365,31,35,4.2,524618,168465
E01003421,44,27,4.8,523637,167421
E01003374,56,39,8.5,527489,168429
E01003375,59,53,6.9,527750,168046
E01003437,51,52,5.5,526262,167908
E01003440,64,50,7.9,526329,168128
E01003441,69,64,7.6,527333,168017
E01003427,73,63,7.4,524937,168736
E01003436,50,49,6.4,526207,167334
E01003439,76,58,9.6,526273,168092
E01003448,82,40,9.6,525950,167342
E01003453,57,41,6.9,526216,168034
E01003438,75,49,8.9,526397,167096
E01003449,45,52,5.3,525336,167862
E01003450,70,49,8.6,525670,167016
E01003451,46,60,5,525141,167407
E01003452,57,57,5.8,525531,167126
E01003417,38,42,4.3,524455,166906
E01003418,36,41,4.3,523718,167118
E01003419,40,46,4.1,523614,166998
E01003420,26,19,3.5,523731,166532
E01003422,27,36,3.6,523748,167401
E01003744,34,28,4.6,540208,193940
E01003745,20,28,2.7,540491,193202
E01003746,24,20,3.2,540281,192808
E01003747,22,23,3.4,540564,192507
E01003748,31,21,4.2,540935,191792
E01003749,42,19,4.7,540505,191466
E01003750,28,25,3.1,539982,191888
E01003720,64,35,8.1,545997,192002
E01003722,84,39,9.8,546678,192930
E01003723,72,40,8.8,546246,192349
E01003726,76,35,11,548337,191364
E01003721,59,49,7.7,545576,192051
E01003724,42,28,6,545182,192644
E01003725,71,34,9.4,545575,192321
E01003727,66,32,9.2,545866,192254
E01003654,42,42,5.2,541425,191474
E01003655,50,31,5.8,541288,192411
E01003658,70,43,8.5,541610,191875
E01003660,47,28,4.7,541585,192705
E01003656,59,32,7.8,542675,192003
E01003657,74,27,6.6,542366,191334
E01003659,54,37,5.9,541684,191129
E01003698,34,30,4.6,544128,191568
E01003699,35,19,4.5,545460,190865
E01003700,69,37,6.1,544902,190655
E01003701,63,48,7.2,544507,190262
E01003702,55,17,6.2,544801,191689
E01003703,90,41,6.8,543342,191302
E01003704,77,38,9.3,544656,191355
E01003668,47,17,4.8,540481,190073
E01003669,22,28,2.4,539983,190961
E01003670,48,28,5.9,540169,191116
E01003671,29,36,3.3,540518,190877
E01003672,56,24,7.3,540024,191003
E01003673,46,24,4,539651,190481
E01003674,62,37,4.5,540359,190905
E01003707,57,27,8.5,543136,190270
E01003708,86,33,13.4,542397,190896
E01003709,43,39,5.6,543558,190356
E01003710,41,26,5.4,541998,189974
E01003759,26,25,3.5,540751,189368
E01003760,80,52,8.2,541407,190782
E01003761,125,37,16.4,541540,190908
E01003762,45,27,4.7,540929,190786
E01003763,50,33,5.1,541823,190326
E01003764,74,29,6.3,540814,189887
E01003765,34,42,3.5,540967,190271
E01003705,71,56,6.4,543962,190642
E01003706,61,33,8.4,544029,190394
E01003711,57,46,6.5,544029,189849
E01003712,66,37,11.3,543837,189936
E01003646,70,63,8.3,542652,188629
E01003648,33,24,4.7,543664,189688
E01003649,52,56,6.3,543526,189526
E01003651,58,58,7.5,542855,189107
E01003639,73,39,8.5,544992,190585
E01003640,49,41,5.5,547279,189682
E01003641,67,69,7.4,545548,188849
E01003642,67,29,8.7,545019,188503
E01003774,40,28,3.7,540253,189534
E01003775,34,27,3.6,539838,189459
E01003776,52,17,6.2,539990,189174
E01003777,54,22,4.7,540466,188646
E01003778,42,24,3.6,540553,188274
E01003779,37,35,4.6,540047,187918
E01003780,30,29,3.9,539716,190252
E01003647,68,54,7.5,543282,188432
E01003650,50,39,7.3,543744,189288
E01003652,42,46,5.4,543579,189074
E01003653,53,44,7.3,543829,189003
E01003638,70,73,8.8,544362,189619
E01003643,56,46,6.6,544451,189078
E01003644,55,44,7.4,543896,188507
E01003645,92,62,6.7,544451,188593
E01003789,28,18,3.3,540306,187952
E01003794,50,29,6.6,540677,188925
E01003795,13,23,2,541284,188010
E01003796,41,34,4.8,540780,188052
E01003661,76,55,7.8,547116,188008
E01003662,74,66,7.7,547639,187999
E01003663,62,49,8.2,547447,189097
E01003664,67,63,7.6,547698,188691
E01003665,45,53,5.6,547530,188593
E01003666,115,56,9.9,547215,188437
E01033590,61,33,10.4,547090,188706
E01033592,66,50,6.5,546965,188630
E01003751,65,70,7.2,545600,188596
E01003753,82,69,8.6,544995,188156
E01003754,49,48,6.7,545345,188187
E01003757,75,65,8,545293,187731
E01003769,99,66,12.8,546475,187410
E01003770,86,60,7.1,546744,189040
E01003771,90,55,10.4,546435,188039
E01003773,69,50,8.4,546671,187715
E01003752,100,82,7.3,544156,188185
E01003755,67,65,7.4,544476,188086
E01003756,80,84,8.1,544516,187470
E01003758,140,92,12.4,544259,187252
E01003766,97,59,11.3,545777,187869
E01003767,80,118,9.1,545957,187366
E01003768,97,107,11.6,545380,187828
E01003772,72,65,8.8,545805,187955
E01003781,77,53,9.4,543679,186971
E01003782,81,55,10.1,544375,187067
E01003786,64,63,9.1,543947,187719
E01003787,64,47,9.1,544192,187339
E01003790,41,26,5.5,541173,187029
E01003791,42,18,5.1,540364,187098
E01003792,31,29,4,541037,185975
E01003793,52,35,6.5,541052,186719
E01003783,166,105,15.8,543460,186788
E01003784,92,70,10.7,543030,186597
E01003785,103,67,11.1,543079,186485
E01003788,78,50,8.9,543209,187460
E01003683,100,96,11.4,544552,185779
E01003684,77,64,10.3,544467,185657
E01003685,74,123,9.2,544447,185715
E01003686,78,91,9.2,544299,186465
E01003688,75,76,9.5,544092,186568
E01003689,71,64,11.3,543760,186389
E01033589,101,100,10.7,544144,186655
E01033591,101,72,12.2,544955,186529
E01003737,46,57,5.6,546292,186610
E01003738,69,96,6.8,546242,185982
E01003739,96,66,9.2,545150,185651
E01003740,101,57,10.4,545385,186229
E01003741,60,59,7.5,545367,185520
E01003742,87,63,8.8,545507,186520
E01003743,76,103,9.8,544989,185927
E01003728,141,148,12.1,543590,186487
E01003729,99,113,13.8,543973,185531
E01003730,95,98,13.8,544206,185645
E01003732,115,51,18.5,543632,184879
E01003733,78,76,10.2,543911,185287
E01003731,72,79,11.3,544378,185511
E01003734,77,73,10.5,544106,185105
E01003735,128,101,16.1,544530,185094
E01003736,93,59,12.9,544058,185032
E01003713,77,81,9.7,546083,187028
E01003714,85,74,8.7,545329,186689
E01003715,80,107,8.9,545879,186968
E01003716,77,46,9.2,546515,186869
E01003718,93,51,10.2,546386,187205
E01003719,120,69,12.2,546276,187109
E01032581,85,60,9.9,547475,187505
E01003690,72,57,8.8,543357,188260
E01003691,75,49,11.1,542715,186876
E01003692,59,49,8.1,543142,187823
